absolute_path,relative_path,class
D:\random_new_folder_for_data\dataset\1028.jpg,..\random_new_folder_for_data\dataset\1028.jpg,leopard
D:\random_new_folder_for_data\dataset\3633.jpg,..\random_new_folder_for_data\dataset\3633.jpg,leopard
D:\random_new_folder_for_data\dataset\4052.jpg,..\random_new_folder_for_data\dataset\4052.jpg,leopard
D:\random_new_folder_for_data\dataset\7691.jpg,..\random_new_folder_for_data\dataset\7691.jpg,leopard
D:\random_new_folder_for_data\dataset\4147.jpg,..\random_new_folder_for_data\dataset\4147.jpg,leopard
D:\random_new_folder_for_data\dataset\7111.jpg,..\random_new_folder_for_data\dataset\7111.jpg,leopard
D:\random_new_folder_for_data\dataset\2208.jpg,..\random_new_folder_for_data\dataset\2208.jpg,leopard
D:\random_new_folder_for_data\dataset\2418.jpg,..\random_new_folder_for_data\dataset\2418.jpg,leopard
D:\random_new_folder_for_data\dataset\4488.jpg,..\random_new_folder_for_data\dataset\4488.jpg,leopard
D:\random_new_folder_for_data\dataset\3203.jpg,..\random_new_folder_for_data\dataset\3203.jpg,leopard
D:\random_new_folder_for_data\dataset\4312.jpg,..\random_new_folder_for_data\dataset\4312.jpg,leopard
D:\random_new_folder_for_data\dataset\7156.jpg,..\random_new_folder_for_data\dataset\7156.jpg,leopard
D:\random_new_folder_for_data\dataset\7995.jpg,..\random_new_folder_for_data\dataset\7995.jpg,leopard
D:\random_new_folder_for_data\dataset\1020.jpg,..\random_new_folder_for_data\dataset\1020.jpg,leopard
D:\random_new_folder_for_data\dataset\7145.jpg,..\random_new_folder_for_data\dataset\7145.jpg,leopard
D:\random_new_folder_for_data\dataset\2179.jpg,..\random_new_folder_for_data\dataset\2179.jpg,leopard
D:\random_new_folder_for_data\dataset\8044.jpg,..\random_new_folder_for_data\dataset\8044.jpg,leopard
D:\random_new_folder_for_data\dataset\6205.jpg,..\random_new_folder_for_data\dataset\6205.jpg,leopard
D:\random_new_folder_for_data\dataset\6857.jpg,..\random_new_folder_for_data\dataset\6857.jpg,leopard
D:\random_new_folder_for_data\dataset\3498.jpg,..\random_new_folder_for_data\dataset\3498.jpg,leopard
D:\random_new_folder_for_data\dataset\9192.jpg,..\random_new_folder_for_data\dataset\9192.jpg,leopard
D:\random_new_folder_for_data\dataset\6479.jpg,..\random_new_folder_for_data\dataset\6479.jpg,leopard
D:\random_new_folder_for_data\dataset\5995.jpg,..\random_new_folder_for_data\dataset\5995.jpg,leopard
D:\random_new_folder_for_data\dataset\3974.jpg,..\random_new_folder_for_data\dataset\3974.jpg,leopard
D:\random_new_folder_for_data\dataset\9135.jpg,..\random_new_folder_for_data\dataset\9135.jpg,leopard
D:\random_new_folder_for_data\dataset\2876.jpg,..\random_new_folder_for_data\dataset\2876.jpg,leopard
D:\random_new_folder_for_data\dataset\6467.jpg,..\random_new_folder_for_data\dataset\6467.jpg,leopard
D:\random_new_folder_for_data\dataset\3899.jpg,..\random_new_folder_for_data\dataset\3899.jpg,leopard
D:\random_new_folder_for_data\dataset\5885.jpg,..\random_new_folder_for_data\dataset\5885.jpg,leopard
D:\random_new_folder_for_data\dataset\3433.jpg,..\random_new_folder_for_data\dataset\3433.jpg,leopard
D:\random_new_folder_for_data\dataset\6018.jpg,..\random_new_folder_for_data\dataset\6018.jpg,leopard
D:\random_new_folder_for_data\dataset\4642.jpg,..\random_new_folder_for_data\dataset\4642.jpg,leopard
D:\random_new_folder_for_data\dataset\3763.jpg,..\random_new_folder_for_data\dataset\3763.jpg,leopard
D:\random_new_folder_for_data\dataset\3016.jpg,..\random_new_folder_for_data\dataset\3016.jpg,leopard
D:\random_new_folder_for_data\dataset\7256.jpg,..\random_new_folder_for_data\dataset\7256.jpg,leopard
D:\random_new_folder_for_data\dataset\8752.jpg,..\random_new_folder_for_data\dataset\8752.jpg,leopard
D:\random_new_folder_for_data\dataset\6896.jpg,..\random_new_folder_for_data\dataset\6896.jpg,leopard
D:\random_new_folder_for_data\dataset\3948.jpg,..\random_new_folder_for_data\dataset\3948.jpg,leopard
D:\random_new_folder_for_data\dataset\2368.jpg,..\random_new_folder_for_data\dataset\2368.jpg,leopard
D:\random_new_folder_for_data\dataset\7151.jpg,..\random_new_folder_for_data\dataset\7151.jpg,leopard
D:\random_new_folder_for_data\dataset\1700.jpg,..\random_new_folder_for_data\dataset\1700.jpg,leopard
D:\random_new_folder_for_data\dataset\4981.jpg,..\random_new_folder_for_data\dataset\4981.jpg,leopard
D:\random_new_folder_for_data\dataset\4043.jpg,..\random_new_folder_for_data\dataset\4043.jpg,leopard
D:\random_new_folder_for_data\dataset\1407.jpg,..\random_new_folder_for_data\dataset\1407.jpg,leopard
D:\random_new_folder_for_data\dataset\8976.jpg,..\random_new_folder_for_data\dataset\8976.jpg,leopard
D:\random_new_folder_for_data\dataset\2166.jpg,..\random_new_folder_for_data\dataset\2166.jpg,leopard
D:\random_new_folder_for_data\dataset\7975.jpg,..\random_new_folder_for_data\dataset\7975.jpg,leopard
D:\random_new_folder_for_data\dataset\1143.jpg,..\random_new_folder_for_data\dataset\1143.jpg,leopard
D:\random_new_folder_for_data\dataset\2350.jpg,..\random_new_folder_for_data\dataset\2350.jpg,leopard
D:\random_new_folder_for_data\dataset\8106.jpg,..\random_new_folder_for_data\dataset\8106.jpg,leopard
D:\random_new_folder_for_data\dataset\6259.jpg,..\random_new_folder_for_data\dataset\6259.jpg,leopard
D:\random_new_folder_for_data\dataset\6335.jpg,..\random_new_folder_for_data\dataset\6335.jpg,leopard
D:\random_new_folder_for_data\dataset\2703.jpg,..\random_new_folder_for_data\dataset\2703.jpg,leopard
D:\random_new_folder_for_data\dataset\3250.jpg,..\random_new_folder_for_data\dataset\3250.jpg,leopard
D:\random_new_folder_for_data\dataset\6158.jpg,..\random_new_folder_for_data\dataset\6158.jpg,leopard
D:\random_new_folder_for_data\dataset\624.jpg,..\random_new_folder_for_data\dataset\624.jpg,leopard
D:\random_new_folder_for_data\dataset\7364.jpg,..\random_new_folder_for_data\dataset\7364.jpg,leopard
D:\random_new_folder_for_data\dataset\5749.jpg,..\random_new_folder_for_data\dataset\5749.jpg,leopard
D:\random_new_folder_for_data\dataset\1881.jpg,..\random_new_folder_for_data\dataset\1881.jpg,leopard
D:\random_new_folder_for_data\dataset\1662.jpg,..\random_new_folder_for_data\dataset\1662.jpg,leopard
D:\random_new_folder_for_data\dataset\922.jpg,..\random_new_folder_for_data\dataset\922.jpg,leopard
D:\random_new_folder_for_data\dataset\9310.jpg,..\random_new_folder_for_data\dataset\9310.jpg,leopard
D:\random_new_folder_for_data\dataset\3566.jpg,..\random_new_folder_for_data\dataset\3566.jpg,leopard
D:\random_new_folder_for_data\dataset\4440.jpg,..\random_new_folder_for_data\dataset\4440.jpg,leopard
D:\random_new_folder_for_data\dataset\9330.jpg,..\random_new_folder_for_data\dataset\9330.jpg,leopard
D:\random_new_folder_for_data\dataset\2987.jpg,..\random_new_folder_for_data\dataset\2987.jpg,leopard
D:\random_new_folder_for_data\dataset\8641.jpg,..\random_new_folder_for_data\dataset\8641.jpg,leopard
D:\random_new_folder_for_data\dataset\3792.jpg,..\random_new_folder_for_data\dataset\3792.jpg,leopard
D:\random_new_folder_for_data\dataset\7860.jpg,..\random_new_folder_for_data\dataset\7860.jpg,leopard
D:\random_new_folder_for_data\dataset\8313.jpg,..\random_new_folder_for_data\dataset\8313.jpg,leopard
D:\random_new_folder_for_data\dataset\5641.jpg,..\random_new_folder_for_data\dataset\5641.jpg,leopard
D:\random_new_folder_for_data\dataset\2726.jpg,..\random_new_folder_for_data\dataset\2726.jpg,leopard
D:\random_new_folder_for_data\dataset\7041.jpg,..\random_new_folder_for_data\dataset\7041.jpg,leopard
D:\random_new_folder_for_data\dataset\6539.jpg,..\random_new_folder_for_data\dataset\6539.jpg,leopard
D:\random_new_folder_for_data\dataset\806.jpg,..\random_new_folder_for_data\dataset\806.jpg,leopard
D:\random_new_folder_for_data\dataset\3491.jpg,..\random_new_folder_for_data\dataset\3491.jpg,leopard
D:\random_new_folder_for_data\dataset\4571.jpg,..\random_new_folder_for_data\dataset\4571.jpg,leopard
D:\random_new_folder_for_data\dataset\5483.jpg,..\random_new_folder_for_data\dataset\5483.jpg,leopard
D:\random_new_folder_for_data\dataset\7501.jpg,..\random_new_folder_for_data\dataset\7501.jpg,leopard
D:\random_new_folder_for_data\dataset\5508.jpg,..\random_new_folder_for_data\dataset\5508.jpg,leopard
D:\random_new_folder_for_data\dataset\771.jpg,..\random_new_folder_for_data\dataset\771.jpg,leopard
D:\random_new_folder_for_data\dataset\5009.jpg,..\random_new_folder_for_data\dataset\5009.jpg,leopard
D:\random_new_folder_for_data\dataset\2264.jpg,..\random_new_folder_for_data\dataset\2264.jpg,leopard
D:\random_new_folder_for_data\dataset\8442.jpg,..\random_new_folder_for_data\dataset\8442.jpg,leopard
D:\random_new_folder_for_data\dataset\4360.jpg,..\random_new_folder_for_data\dataset\4360.jpg,leopard
D:\random_new_folder_for_data\dataset\8859.jpg,..\random_new_folder_for_data\dataset\8859.jpg,leopard
D:\random_new_folder_for_data\dataset\9604.jpg,..\random_new_folder_for_data\dataset\9604.jpg,leopard
D:\random_new_folder_for_data\dataset\6571.jpg,..\random_new_folder_for_data\dataset\6571.jpg,leopard
D:\random_new_folder_for_data\dataset\2077.jpg,..\random_new_folder_for_data\dataset\2077.jpg,leopard
D:\random_new_folder_for_data\dataset\5750.jpg,..\random_new_folder_for_data\dataset\5750.jpg,leopard
D:\random_new_folder_for_data\dataset\2730.jpg,..\random_new_folder_for_data\dataset\2730.jpg,leopard
D:\random_new_folder_for_data\dataset\9405.jpg,..\random_new_folder_for_data\dataset\9405.jpg,leopard
D:\random_new_folder_for_data\dataset\4204.jpg,..\random_new_folder_for_data\dataset\4204.jpg,leopard
D:\random_new_folder_for_data\dataset\9881.jpg,..\random_new_folder_for_data\dataset\9881.jpg,leopard
D:\random_new_folder_for_data\dataset\6536.jpg,..\random_new_folder_for_data\dataset\6536.jpg,leopard
D:\random_new_folder_for_data\dataset\1575.jpg,..\random_new_folder_for_data\dataset\1575.jpg,leopard
D:\random_new_folder_for_data\dataset\2951.jpg,..\random_new_folder_for_data\dataset\2951.jpg,leopard
D:\random_new_folder_for_data\dataset\4854.jpg,..\random_new_folder_for_data\dataset\4854.jpg,leopard
D:\random_new_folder_for_data\dataset\3989.jpg,..\random_new_folder_for_data\dataset\3989.jpg,leopard
D:\random_new_folder_for_data\dataset\6062.jpg,..\random_new_folder_for_data\dataset\6062.jpg,leopard
D:\random_new_folder_for_data\dataset\7379.jpg,..\random_new_folder_for_data\dataset\7379.jpg,leopard
D:\random_new_folder_for_data\dataset\3014.jpg,..\random_new_folder_for_data\dataset\3014.jpg,leopard
D:\random_new_folder_for_data\dataset\3910.jpg,..\random_new_folder_for_data\dataset\3910.jpg,leopard
D:\random_new_folder_for_data\dataset\6985.jpg,..\random_new_folder_for_data\dataset\6985.jpg,leopard
D:\random_new_folder_for_data\dataset\354.jpg,..\random_new_folder_for_data\dataset\354.jpg,leopard
D:\random_new_folder_for_data\dataset\5717.jpg,..\random_new_folder_for_data\dataset\5717.jpg,leopard
D:\random_new_folder_for_data\dataset\455.jpg,..\random_new_folder_for_data\dataset\455.jpg,leopard
D:\random_new_folder_for_data\dataset\5120.jpg,..\random_new_folder_for_data\dataset\5120.jpg,leopard
D:\random_new_folder_for_data\dataset\6892.jpg,..\random_new_folder_for_data\dataset\6892.jpg,leopard
D:\random_new_folder_for_data\dataset\9779.jpg,..\random_new_folder_for_data\dataset\9779.jpg,leopard
D:\random_new_folder_for_data\dataset\1529.jpg,..\random_new_folder_for_data\dataset\1529.jpg,leopard
D:\random_new_folder_for_data\dataset\6207.jpg,..\random_new_folder_for_data\dataset\6207.jpg,leopard
D:\random_new_folder_for_data\dataset\3267.jpg,..\random_new_folder_for_data\dataset\3267.jpg,leopard
D:\random_new_folder_for_data\dataset\7112.jpg,..\random_new_folder_for_data\dataset\7112.jpg,leopard
D:\random_new_folder_for_data\dataset\3625.jpg,..\random_new_folder_for_data\dataset\3625.jpg,leopard
D:\random_new_folder_for_data\dataset\5219.jpg,..\random_new_folder_for_data\dataset\5219.jpg,leopard
D:\random_new_folder_for_data\dataset\1780.jpg,..\random_new_folder_for_data\dataset\1780.jpg,leopard
D:\random_new_folder_for_data\dataset\9160.jpg,..\random_new_folder_for_data\dataset\9160.jpg,leopard
D:\random_new_folder_for_data\dataset\2272.jpg,..\random_new_folder_for_data\dataset\2272.jpg,leopard
D:\random_new_folder_for_data\dataset\4293.jpg,..\random_new_folder_for_data\dataset\4293.jpg,leopard
D:\random_new_folder_for_data\dataset\5468.jpg,..\random_new_folder_for_data\dataset\5468.jpg,leopard
D:\random_new_folder_for_data\dataset\4535.jpg,..\random_new_folder_for_data\dataset\4535.jpg,leopard
D:\random_new_folder_for_data\dataset\4111.jpg,..\random_new_folder_for_data\dataset\4111.jpg,leopard
D:\random_new_folder_for_data\dataset\2431.jpg,..\random_new_folder_for_data\dataset\2431.jpg,leopard
D:\random_new_folder_for_data\dataset\689.jpg,..\random_new_folder_for_data\dataset\689.jpg,leopard
D:\random_new_folder_for_data\dataset\1562.jpg,..\random_new_folder_for_data\dataset\1562.jpg,leopard
D:\random_new_folder_for_data\dataset\3457.jpg,..\random_new_folder_for_data\dataset\3457.jpg,leopard
D:\random_new_folder_for_data\dataset\3960.jpg,..\random_new_folder_for_data\dataset\3960.jpg,leopard
D:\random_new_folder_for_data\dataset\6831.jpg,..\random_new_folder_for_data\dataset\6831.jpg,leopard
D:\random_new_folder_for_data\dataset\6445.jpg,..\random_new_folder_for_data\dataset\6445.jpg,leopard
D:\random_new_folder_for_data\dataset\1899.jpg,..\random_new_folder_for_data\dataset\1899.jpg,leopard
D:\random_new_folder_for_data\dataset\127.jpg,..\random_new_folder_for_data\dataset\127.jpg,leopard
D:\random_new_folder_for_data\dataset\5937.jpg,..\random_new_folder_for_data\dataset\5937.jpg,leopard
D:\random_new_folder_for_data\dataset\7084.jpg,..\random_new_folder_for_data\dataset\7084.jpg,leopard
D:\random_new_folder_for_data\dataset\4640.jpg,..\random_new_folder_for_data\dataset\4640.jpg,leopard
D:\random_new_folder_for_data\dataset\7937.jpg,..\random_new_folder_for_data\dataset\7937.jpg,leopard
D:\random_new_folder_for_data\dataset\5771.jpg,..\random_new_folder_for_data\dataset\5771.jpg,leopard
D:\random_new_folder_for_data\dataset\5289.jpg,..\random_new_folder_for_data\dataset\5289.jpg,leopard
D:\random_new_folder_for_data\dataset\9011.jpg,..\random_new_folder_for_data\dataset\9011.jpg,leopard
D:\random_new_folder_for_data\dataset\4936.jpg,..\random_new_folder_for_data\dataset\4936.jpg,leopard
D:\random_new_folder_for_data\dataset\5896.jpg,..\random_new_folder_for_data\dataset\5896.jpg,leopard
D:\random_new_folder_for_data\dataset\9797.jpg,..\random_new_folder_for_data\dataset\9797.jpg,leopard
D:\random_new_folder_for_data\dataset\2093.jpg,..\random_new_folder_for_data\dataset\2093.jpg,leopard
D:\random_new_folder_for_data\dataset\1267.jpg,..\random_new_folder_for_data\dataset\1267.jpg,leopard
D:\random_new_folder_for_data\dataset\4234.jpg,..\random_new_folder_for_data\dataset\4234.jpg,leopard
D:\random_new_folder_for_data\dataset\360.jpg,..\random_new_folder_for_data\dataset\360.jpg,leopard
D:\random_new_folder_for_data\dataset\5884.jpg,..\random_new_folder_for_data\dataset\5884.jpg,leopard
D:\random_new_folder_for_data\dataset\5660.jpg,..\random_new_folder_for_data\dataset\5660.jpg,leopard
D:\random_new_folder_for_data\dataset\6046.jpg,..\random_new_folder_for_data\dataset\6046.jpg,leopard
D:\random_new_folder_for_data\dataset\9117.jpg,..\random_new_folder_for_data\dataset\9117.jpg,leopard
D:\random_new_folder_for_data\dataset\3463.jpg,..\random_new_folder_for_data\dataset\3463.jpg,leopard
D:\random_new_folder_for_data\dataset\6606.jpg,..\random_new_folder_for_data\dataset\6606.jpg,leopard
D:\random_new_folder_for_data\dataset\2484.jpg,..\random_new_folder_for_data\dataset\2484.jpg,leopard
D:\random_new_folder_for_data\dataset\2155.jpg,..\random_new_folder_for_data\dataset\2155.jpg,leopard
D:\random_new_folder_for_data\dataset\16.jpg,..\random_new_folder_for_data\dataset\16.jpg,leopard
D:\random_new_folder_for_data\dataset\2975.jpg,..\random_new_folder_for_data\dataset\2975.jpg,leopard
D:\random_new_folder_for_data\dataset\6925.jpg,..\random_new_folder_for_data\dataset\6925.jpg,leopard
D:\random_new_folder_for_data\dataset\8213.jpg,..\random_new_folder_for_data\dataset\8213.jpg,leopard
D:\random_new_folder_for_data\dataset\6859.jpg,..\random_new_folder_for_data\dataset\6859.jpg,leopard
D:\random_new_folder_for_data\dataset\5705.jpg,..\random_new_folder_for_data\dataset\5705.jpg,leopard
D:\random_new_folder_for_data\dataset\6865.jpg,..\random_new_folder_for_data\dataset\6865.jpg,leopard
D:\random_new_folder_for_data\dataset\8137.jpg,..\random_new_folder_for_data\dataset\8137.jpg,leopard
D:\random_new_folder_for_data\dataset\6575.jpg,..\random_new_folder_for_data\dataset\6575.jpg,leopard
D:\random_new_folder_for_data\dataset\4410.jpg,..\random_new_folder_for_data\dataset\4410.jpg,leopard
D:\random_new_folder_for_data\dataset\9634.jpg,..\random_new_folder_for_data\dataset\9634.jpg,leopard
D:\random_new_folder_for_data\dataset\1748.jpg,..\random_new_folder_for_data\dataset\1748.jpg,leopard
D:\random_new_folder_for_data\dataset\2452.jpg,..\random_new_folder_for_data\dataset\2452.jpg,leopard
D:\random_new_folder_for_data\dataset\367.jpg,..\random_new_folder_for_data\dataset\367.jpg,leopard
D:\random_new_folder_for_data\dataset\4961.jpg,..\random_new_folder_for_data\dataset\4961.jpg,leopard
